product_name,packaging,main_category,nutrition_grade_fr,nutrition_score,fat_g,carbohydrates_g,proteins_g,additives_n,ingredients_from_palm_oil_n,fp_lat,fp_lon,contains_additives
Aceitunas verdes rellenas de pasta de limón &quot;Carrefour&quot;,"lata,pasteurizado",green-olives,c,5,15.0,0.0,1.0,3,0,47.63,-2.67,1
"Boisson soja, Saveur chocolat ","brique,carton",beverages,a,-2,1.9,8.4,3.4,1,0,48.12,-1.4,1
Beurre Doux Extra-Fin (82 % MG),"frais,papier",fresh-foods,e,19,82.0,0.6,0.8,0,0,47.37,-1.17,0
Vinaigre balsamique de Modena,bouteille,vinegars,b,2,0.0,12.0,2.0,2,0,50.48,2.97,1
Galettes de Riz Complet et Quinoa,"sous-vide,plastique",plant-based-foods-and-beverages,a,-4,3.1,81.0,8.6,0,0,47.63,-2.67,0
Galette épautre,plastique,plant-based-foods-and-beverages,a,-5,2.4,66.2,16.6,0,0,47.63,-2.67,0
Galettes de riz nappées chocolat noir orange,plastique,plant-based-foods-and-beverages,d,16,24.0,58.0,6.1,0,0,47.63,-2.67,0
Pomme pêche banane,"pots en plastique,coupelles,plastique,pack,carton",plant-based-foods-and-beverages,a,-5,0.0,12.0,0.0,1,0,44.77,4.92,1
Pomme fraise,"pack,carton,pot,plastique",plant-based-foods-and-beverages,a,-5,0.0,12.0,0.0,1,0,44.77,4.92,1
Saumon fumé sauvage Pacifique,"carton,métal,plastique",seafood,d,11,2.0,0.4,24.4,0,0,47.63,-2.67,0
Olives vertes farcies amandes,conserve,green-olives,c,9,20.0,0.8,4.3,2,0,47.63,-2.67,1
Pizza Crousty Cheese,surgelé,frozen-foods,d,12,11.0,29.0,12.0,3,0,47.63,-2.67,1
Fettuccini,"barquette,plastique,frais",plant-based-foods-and-beverages,a,-5,2.1,53.0,11.0,0,0,43.7,1.42,0
Grands Ravioli Cèpes - 250 g - Carrefour,"barquette en plastique,frais,sous atmosphère protectrice",plant-based-foods-and-beverages,b,2,9.5,28.7,7.9,3,0,47.63,-2.67,1
Carottes râpées coupe cheveux d'ange,"bocal,verre,bocal",plant-based-foods-and-beverages,a,-5,0.5,5.0,0.5,1,0,47.63,-2.67,1
Bloc de Foie Gras de Canard du Sud-Ouest avec Morceaux,"boîte,carton,barquette,plastique,opercule,aluminium",fish-and-meat-and-eggs,e,20,46.0,2.3,7.1,2,0,43.47,0.03,1
Bloc de Foie Gras de Canard du Sud-Ouest avec Morceaux,"aluminium,sous-vide,frais",fish-and-meat-and-eggs,e,21,50.0,3.0,6.6,2,0,43.88,-0.52,1
Coeur de palmier sauvage,"conserve,conserve",plant-based-foods-and-beverages,a,-1,0.1,1.9,2.6,1,0,48.7,2.5,1
Feuilletés au fromage,"carton,surgelé",frozen-foods,d,15,18.0,32.0,4.4,3,1,45.77,5.0,1
Bloc de foie gras de canard du Sud-Ouest avec morceaux,"aluminium,sous-vide,frais",fish-and-meat-and-eggs,e,21,50.0,2.0,6.6,2,0,43.88,-0.52,1
Foie gras de Canard entier du Sud-Ouest,"bocal,verre",fish-and-meat-and-eggs,e,21,56.0,2.2,7.5,0,0,43.88,-0.52,0
Champignons de Paris entiers 1er choix Bio,conserve,plant-based-foods-and-beverages,a,-3,0.4,0.2,2.1,2,0,47.63,-2.67,1
Boudin blanc au foie de canard et cèpes,"barquette,plastique,frais",meats,d,18,26.0,3.6,8.8,0,0,46.97,3.22,0
Pains au chocolat Choco Break (x 8) 280 g - Carrefour,"sachet plastique,sachets individuels",breakfasts,d,18,22.0,47.0,6.9,7,0,47.63,-2.67,1
Barre Pâtissière,"carton,papier,film plastique",sugary-snacks,d,15,11.8,54.6,5.1,4,0,48.28,-3.58,1
Pains spéciaux spécial burger,"sachet,plastique,sachet,pains,sachet à jeter",plant-based-foods-and-beverages,a,-1,4.9,49.0,8.6,2,0,47.63,-2.67,1
"Les créations gourmandes Velouté Saveur Thaï Légumes, lait de coco, crème & épices","brique,carton",plant-based-foods-and-beverages,b,2,1.7,5.0,0.8,1,0,43.97,4.85,1
Tartelette au citron de Sicile sur pâte croustillante,"frais,pot,opercule,aluminium,etui,carton,papier,démoulable",fresh-foods,e,20,17.0,46.0,6.6,4,0,44.92,-0.63,1
Coulommiers Bio (22 % MG),"frais,boîte,carton,papier plastifié",fresh-foods,d,14,22.0,0.0,20.0,0,0,46.13,0.23,0
Riz long grain,boite carton,plant-based-foods-and-beverages,a,-2,0.5,76.0,7.5,0,0,47.63,-2.67,0
Pérail (28 % MG),"bois,plastique,frais",dairies,d,14,28.0,1.5,19.0,0,0,44.08,2.72,0
Foie gras de Canard entier du Sud-Ouest au Sauternes,"boîte,carton,plastique,frais",fish-and-meat-and-eggs,e,21,59.0,2.3,6.6,2,0,43.47,0.03,1
Velouté de champignons aux morceaux de cèpes et de bolets,"brique,carton",plant-based-foods-and-beverages,b,0,1.9,2.8,0.9,2,0,47.63,-2.67,1
Dattes Deglet Nour,"sachet,plastique",plant-based-foods-and-beverages,b,2,0.5,67.0,2.4,1,0,47.63,-2.67,1
Jus d'orange sans pulpe,"bouteille,plastique",fruit-juices,c,4,0.5,11.0,0.6,0,0,45.15,5.05,0
Décoration Dessert 4 Décors,plastique,sugary-snacks,e,20,16.0,73.0,4.7,9,0,47.63,-2.67,1
Mayonesa &quot;Carrefour&quot;,bote de vidrio,groceries,e,19,71.0,3.3,0.4,2,0,47.63,-2.67,1
Quenelles Natures,"sachet,plastique",meals,c,3,13.0,15.0,6.4,0,0,45.67,4.9,0
Mousseline de marrons,"bocal,verre",plant-based-foods-and-beverages,a,-6,5.7,15.5,3.4,3,0,47.78,-3.42,1
Spécialité de Saucisse sèche au Jambon,"sachet plastique,etui,carton",meats,d,16,8.2,2.0,44.0,1,0,45.95,3.07,1
Cassoulet au conflit de canard,"suremballage,carton,barquette,plastique",fresh-foods,a,-1,12.0,10.0,15.0,1,0,51.05,2.37,1
Sauce vinaigrette forte en moutarde,"bouteille,plastique",groceries,e,21,53.0,0.96,1.3,1,0,45.7,0.95,1
Coussins d'avoine,"carton,boîte,plastique,sachet",plant-based-foods-and-beverages,a,-2,5.1,72.0,11.0,0,0,47.63,-2.67,0
Olives Vertes Dénoyautées,"bocal,verre,métal",green-olives,c,7,14.0,1.3,1.0,1,0,43.8,7.18,1
Crème légère fluide 12% Mat.Gr,"brique,carton fsc,tetrapak,film plastique",dairies,c,7,12.0,5.3,2.6,2,0,48.13,-1.82,1
Saumon sauvage fumé,"plastique,sous-vide,carton,produit décongelé",seafood,d,11,2.0,0.8,23.8,0,0,48.52,-4.07,0
Corn Flakes,"boîte,carton,sachet,plastique",plant-based-foods-and-beverages,c,9,1.0,81.0,8.4,1,0,45.85,3.57,1
Flocons d'avoine,"étui à recycler en france,sachet à jeter en france,étui et sachet à recycler en espagne,triman",plant-based-foods-and-beverages,a,-5,7.0,58.7,13.5,0,0,47.63,-2.67,0
Caviar d'aubergines,"pot,verre",spreads,c,6,21.0,4.6,1.0,0,0,47.63,-2.67,0
Foie gras de canard extra éveiné et assaisonné,"carton,barquette,plastique,sous-vide,frais",fish-and-meat-and-eggs,e,21,60.0,2.8,4.5,1,0,43.88,-0.52,1
céréale infantile à la vanille ,"sachet,plastique",baby-foods,a,-1,0.8,82.0,9.8,1,0,47.63,-2.67,1
Matière grasse végétale,plastique,plant-based-foods-and-beverages,d,12,55.0,0.0,0.0,3,1,47.63,-2.67,1
Cancoillotte Ail Bio Carrefour,"pot et couvercle plastique,opercule",dairies,c,10,11.0,1.4,13.5,1,0,47.4,6.5,1
Biscuits nappés chocolat au lait,"sachet,plastique",sugary-snacks,e,19,23.0,62.0,8.3,1,0,47.63,-2.67,1
Fines gaufrettes chocolat noisettes,"carton,plastique",waffles,e,20,23.0,64.0,8.0,4,1,48.1,-4.0,1
Galets dorés - Pointe de cannelle,"sachet,plastique",sugary-snacks,d,18,19.0,69.0,5.7,4,1,47.63,-2.67,1
Galets dorés - Parfumé au thé Earl Grey,"sachet,plastique",sugary-snacks,d,16,19.0,68.0,5.9,4,1,47.63,-2.67,1
Le petit croquant,"plastique,carton",sugary-snacks,d,13,10.0,76.0,7.0,3,1,47.63,-2.67,1
"Sablés au beurre, amandes et citron","sachet,plastique,etui,carton",sugary-snacks,e,19,23.0,60.0,8.0,1,0,47.63,-2.67,1
Feuilletés aux fromages,"carton,sachet,plastique",salty-snacks,e,22,30.0,50.0,13.0,3,1,47.49,4.33,1
Gaufrettes Ciboulette Ail,"carton,sachet",salty-snacks,e,20,36.0,50.0,8.0,1,0,47.87,3.68,1
Gaufrettes aux Fromages,"boite,carton,aluminium,boite à recycler,sachet à jeter,point vert,triman",salty-snacks,e,24,42.0,40.0,10.0,4,0,47.49,4.33,1
Crackers au gouda,carton,salty-snacks,e,20,37.0,41.0,15.0,6,0,47.49,4.33,1
Crackers bacon,carton,salty-snacks,e,22,33.0,45.0,15.0,6,1,47.63,-2.67,1
Confiture de lait à la vanille Bourbon,"bocal,verre",plant-based-foods-and-beverages,d,15,3.8,60.0,7.7,1,0,49.82,3.7,1
Choco Numbers,"carton,plastique,sachet",plant-based-foods-and-beverages,c,6,2.6,80.0,8.3,0,0,47.63,-2.67,0
Madeleines Coquilles,"sachet,plastique",sugary-snacks,d,11,21.0,59.0,5.9,2,0,47.63,-2.67,1
Chips nature (Pauvre en Sel),sachet plastique,salty-snacks,b,1,34.0,47.0,6.0,0,0,49.37,3.1,0
Chips Maxi Crok,"sachet,plastique",salty-snacks,c,8,34.0,47.0,5.9,0,0,47.63,-2.67,0
Lait Demi-Écrémé,"bouteille,bouchon,plastique,film plastique",dairies,b,0,1.6,4.8,3.2,0,0,47.87,2.12,0
Viande séchée Carrefour,"barquette,plastique",meats,d,13,2.8,1.4,37.0,2,0,49.08,6.07,1
"Nems Poulet, Nuoc Mâm (x 4)","frais,barquette,plastique,opercule,film plastique,sous atmosphère protectrice,frais",fresh-foods,b,1,7.3,21.0,6.8,0,0,47.45,-2.32,0
Couscous Grains moyens Bio,carton,plant-based-foods-and-beverages,a,-5,2.0,70.0,11.0,0,0,45.57,5.93,0
Torsade aux légumes ,sachet plastique,plant-based-foods-and-beverages,b,0,1.5,68.0,12.5,0,0,47.63,-2.67,0
Cèpes,"bocal,verre,couvercle,métal",plant-based-foods-and-beverages,a,-8,3.8,53.0,32.0,0,0,45.07,3.73,0
Mélange Forestier,"en:triman,en:green dot,fr:couvercle à recycler,fr:pot à jeter",plant-based-foods-and-beverages,a,-10,2.0,24.0,20.0,0,0,45.07,3.73,0
Délice de poivrons,"pot,verre",spreads,c,6,8.3,8.2,2.1,1,0,47.63,-2.67,1
Fritada,lata,plant-based-foods-and-beverages,c,8,7.1,9.6,0.8,1,0,47.63,-2.67,1
Sablés pur beurre Cœur noix de coco,"barquette et film plastique à jeter,etui carton à recycler",sugary-snacks,e,20,32.0,54.0,5.0,8,0,47.9,-4.02,1
Sablés pur beurre Cœur pomme façon tatin,"boîte,carton",sugary-snacks,e,24,23.0,66.0,5.5,7,0,47.9,-4.02,1
Biscuits petit déjeuner Fruits Rouges,"boîte,carton,sachet plastique,6 sachets de 4 biscuits",breakfasts,d,12,17.0,66.0,7.0,5,1,48.1,-4.0,1
Goûters dorés X'Trem Noisette coeur fondant,carton,sugary-snacks,e,21,23.0,66.0,6.0,2,1,48.68,-1.37,1
Gâteau fourré fraise Ernesto,"carton,sachet,plastique",sugary-snacks,d,14,15.0,60.0,5.6,8,0,48.17,2.25,1
Brownies Noisettes,"carton,sachet,plastique",sugary-snacks,d,11,25.6,47.2,6.0,3,0,47.42,1.43,1
Brownies Noix de Pécan,"carton,plastique",sugary-snacks,d,11,21.8,53.0,5.7,3,0,47.42,1.43,1
Beurre moulé de baratte Demi-sel Bio,"papier,frais,papier",spreads,e,26,80.0,0.6,0.7,1,0,47.63,-2.67,1
Aceitunas negras enteras &quot;Carrefour&quot; Variedad Hojiblanca,"bote de vidrio,esterilizado",whole-olives,b,1,12.2,4.3,1.1,1,0,47.63,-2.67,1
Épinards en branches,bocal en verre,plant-based-foods-and-beverages,a,-9,0.9,1.5,3.4,0,0,47.63,-2.67,0
Petits pois extra-fins à l'étuvée,"bocal,verre",plant-based-foods-and-beverages,a,-10,0.9,11.0,5.8,0,0,47.63,-2.67,0
Petits pois et jeunes carottes extra-fins à l\'étuvée,"bocal,verre,couvercle,métal,conserve,bocal",plant-based-foods-and-beverages,a,-6,0.3,7.5,2.6,0,0,47.63,-2.67,0
Carottes extra fines,"bocal,verre",plant-based-foods-and-beverages,a,-5,0.4,5.0,0.8,0,0,47.63,-2.67,0
14 Mini-cakes aux Pépites de Chocolat,"sachet,plastique,etui,carton",sugary-snacks,d,15,25.0,54.0,5.5,5,0,48.23,-3.73,1
Chips Maxi Crok Classic,sachet,salty-snacks,c,9,34.0,50.0,5.5,0,0,47.63,-2.67,0
Chocolat Les Pâtissiers,"aluminium,aluminium",sugary-snacks,e,20,31.8,47.5,6.2,1,0,47.63,-2.67,1
Champignons de Paris pieds et morceaux,conserve,plant-based-foods-and-beverages,b,0,0.0,0.6,2.2,2,0,47.27,-0.08,1
Beurre Blanc au jus de citron,boite carton,groceries,d,13,19.3,3.8,0.5,3,0,47.63,-2.67,1
Pasta Sauce Italiana,conserve,groceries,c,4,5.5,7.9,3.9,1,0,47.63,-2.67,1
Pasta sauce Arrabbiata,"bocal,verre",groceries,c,4,1.3,7.4,1.3,1,0,47.63,-2.67,1
Petit Camembert,bois,dairies,d,14,24.0,0.0,20.0,0,0,47.63,-2.67,0
Palmiers feuilletés et dorés Bio Carrefour,"carton,2 sachets individuels de 6 biscuits",sugary-snacks,e,22,29.0,62.0,6.8,2,0,43.7,-0.27,1
Noisettes Grillées et pelées,plastique,plant-based-foods-and-beverages,d,13,59.0,3.8,18.0,0,0,47.63,-2.67,0
Pasta sauce napolitaine,"verre,bocal,bocal verre et couvercle métal à recycler",groceries,b,1,1.6,6.9,1.7,1,0,44.17,4.88,1
Sauce Provençale à l'huile d'olive vierge extra 2% Carrefour,"bocal verre,couvercle métal",groceries,c,3,1.0,6.9,1.5,1,0,44.17,4.88,1
Pasta sauce Basilic Tomates & Basilic,"bocal,verre,bocal",groceries,b,2,1.3,6.1,1.3,1,0,47.63,-2.67,1
80% Cacao Noir,"carton,aluminium",sugary-snacks,d,16,48.0,26.0,9.3,0,0,48.77,-0.73,0
Chocolat noir 60% de cacao Equateur Carrefour,"carton,aluminium",sugary-snacks,e,20,35.0,45.0,7.5,1,0,48.77,-0.73,1
Chocolat noir 60% de cacao Madagascar,"carton,aluminium",sugary-snacks,e,20,35.0,45.0,7.5,1,0,48.77,-0.73,1
Pasta sauce Provençale à l'huile d'olive vierge,"bocal,verre",groceries,c,3,1.0,6.9,1.5,1,0,44.17,4.88,1
Saucisson Sec,"sachet,plastique",meats,e,25,36.0,2.0,26.0,1,0,47.63,-2.67,1
Saucisse sèche pur porc qualité supérieure,"sachet,plastique",meats,e,25,38.0,3.0,22.0,3,0,44.9,4.65,1
Nouilles Sautées aux Crevettes,"sachet,plastique,surgelé",plant-based-foods-and-beverages,a,-4,2.1,31.0,11.0,2,0,47.63,-2.67,1
Sauce Bolognaise,"sachet,plastique",groceries,b,2,4.6,6.6,5.2,1,0,44.17,4.88,1
Choux de Bruxelles,"boîte,conserve,métal",plant-based-foods-and-beverages,a,-9,0.4,4.3,2.4,0,0,50.68,3.14,0
Bolognaise aux deux viandes,"bocal,verre",groceries,b,2,4.6,6.6,5.2,2,0,44.17,4.88,1
Sauce Tandoori ,"bocal,verre",groceries,c,3,2.2,7.9,1.5,2,0,44.17,4.88,1
"Pasta sauce, 4 Fromages","bocal,verre,couvercle,métal,conserve",groceries,c,5,2.2,6.4,1.9,4,0,44.03,5.0,1
Biscuits petit déjeuner Pépites de Chocolat,"boîte,carton,sachet plastique,12 sachets de 4 biscuits",breakfasts,d,17,18.0,65.0,8.0,5,1,47.63,-2.67,1
Chocolat poule chocolat lait Bio,"carton,plastique",sugary-snacks,e,24,36.0,51.0,6.2,1,0,42.68,2.93,1
Bolognaise aux 2 viandes,"bocal,verre",groceries,b,2,4.6,6.6,5.2,2,0,44.17,4.88,1
Édulcorant Stévia,"boîte,plastique,carton",sweeteners,d,14,0.0,81.0,2.0,2,0,47.63,-2.67,1
"Nems Porc, Nuoc Mâm (x 4)","frais,barquette,plastique,opercule,film plastique,sous atmosphère protectrice",fresh-foods,b,2,8.7,21.0,5.7,0,0,47.45,-2.32,0
"Mini Nems Porc, Nuoc Mâm","frais,barquette,plastique,opercule,film plastique",fresh-foods,b,2,8.1,24.0,6.1,0,0,47.45,-2.32,0
"Nems Crevette, Nuoc Mâm (x 4)","frais,barquette,plastique,opercule,film plastique,sous atmosphère protectrice",fresh-foods,b,0,4.5,21.0,8.7,1,0,47.45,-2.32,1
Mini Nems Crevette / Garnaal,"barquette,plastique,sous atmosphère protectrice",meals,b,1,5.4,22.0,8.1,1,0,47.45,-2.32,1
Crème glacée Chocolat avec des copeaux de chocolat Maxi format Carrefour,"bac plastique,surgelé",desserts,c,10,11.0,23.0,4.7,4,1,47.63,-2.67,1
Tartelettes Purée de Fraise,"boîte,carton,plastique",pies,d,17,10.0,73.0,5.1,7,0,44.02,1.35,1
Biscuits Chocolat au lait (x 12),"boîte,carton,barquette,plastique,film plastique",sugary-snacks,e,23,27.0,61.0,6.8,3,1,45.27,4.9,1
X'Trem Cacao y Avellanas,"boîte,carton,plastique",plant-based-foods-and-beverages,c,10,12.0,74.0,7.0,1,0,47.63,-2.67,1
Asperges blanches,verre,plant-based-foods-and-beverages,a,-7,0.3,1.0,1.0,1,0,43.65,-0.78,1
Pepinillos laminados agridulces,"bote de vidrio, pasteurizado",pickles,b,0,0.3,8.2,0.7,5,0,47.63,-2.67,1
Trio Chocolat Blanc,"carton,plastique",sugary-snacks,e,23,25.0,63.0,7.2,3,1,47.63,-2.67,1
Tartelettes gourmandes éclats de caramel beurre salé et crème,carton,sugary-snacks,e,22,21.0,63.0,5.2,8,0,45.05,5.05,1
Duo glacier,"carton,plastique",sugary-snacks,e,19,10.0,80.0,6.5,3,0,47.25,6.03,1
Cacahuetes con cáscara tostados sin sal,bolsa de plástico,plant-based-foods-and-beverages,b,2,13.0,2.0,6.2,0,0,47.63,-2.67,0
Cerneaux de noix du Dauphiné,"sachet,plastique",plant-based-foods-and-beverages,c,8,64.0,11.0,15.0,0,0,47.63,-2.67,0
Cornichons Mini (Extra Croquants),"pot,verre,couvercle,métal,conserve",pickles,a,-1,0.3,1.1,1.1,1,0,47.35,1.22,1
Galettes de Maïs Bio,plastique,plant-based-foods-and-beverages,a,-4,3.2,77.0,9.1,0,0,48.75,2.27,0
Rosette finement tranchée,"barquette,plastique",meats,e,23,27.0,0.5,26.0,1,0,45.95,3.07,1
Rosette de Lyon finement tranchée,"barquette,plastique",meats,e,23,25.0,1.2,27.0,2,0,49.08,6.07,1
Rosette de Lyon,"barquette individuelle,plastique,sous atmosphère protectrice",meats,e,24,26.0,1.2,26.0,2,0,45.63,4.45,1
Fines tranches de coppa,"barquette,film,plastique",meats,e,19,15.0,0.8,27.0,2,0,49.08,6.07,1
Fines tranches de filet de bacon fumé,"barquette,film,plastique,frais",meats,d,12,2.3,1.1,26.0,2,0,49.08,6.07,1
Jambon cuit découenné dégraissé,"barquette,plastique",meats,c,4,3.0,0.5,21.0,2,0,49.08,6.07,1
Salsifis,"conserve,métal",plant-based-foods-and-beverages,a,-6,0.0,4.9,0.7,2,0,50.68,3.14,1
Salsifis,conserve,plant-based-foods-and-beverages,a,-6,0.0,4.9,0.7,2,0,50.68,3.14,1
Le petit croquant,"plastique,carton",sugary-snacks,d,13,10.0,76.0,7.0,3,1,47.63,-2.67,1
Pâté en croûte supérieur recette du Revermont (aux éclats de pistache),"frais,plastique,carton",pate-en-croute,d,13,13.0,18.0,14.0,5,0,46.43,5.35,1
Limonade Zestée,"bouteille plastique,bouchon plastique",beverages,e,10,0.0,7.5,0.0,1,0,47.07,-0.88,1
Cola Zero,"sachet,plastique",beverages,b,0,0.0,0.5,0.0,0,0,47.63,-2.67,0
Soda cola zero,"sachet,plastique",beverages,b,0,0.0,0.5,0.0,4,0,47.63,-2.67,1
Mini Chorizo,"sachet,plastique,atmosphère protectrice",meats,e,25,38.0,4.9,29.0,4,0,46.03,4.12,1
Mini Saucissons Secs,"sachet,plastique",meats,e,25,38.0,3.5,29.0,2,0,46.03,4.12,1
Poêlée gourmande Tartiflette,"sachet,plastique,surgelé",meals,b,2,7.1,14.0,4.0,4,0,47.63,-2.67,1
Anchois marinés à l'orientale,"barquette,plastique,frais",seafood,d,13,8.9,1.6,19.0,1,0,47.63,-2.67,1
Anchois marinés à l'ail,"plastique,frais",seafood,d,11,8.5,0.8,20.0,1,0,47.63,-2.67,1
Rillettes thon aux tomates,"barquette,plastique,frais",spreads,b,1,16.0,2.4,13.0,2,0,49.0,2.17,1
Pâtes à la provençale ,"box,carton",meals,b,0,5.3,15.2,3.7,2,0,46.7,-1.94,1
Tiramisu spéculoos,"étui à recycler,pot et couvercle à jeter,triman,point vert",dairies,d,16,12.0,36.0,4.5,7,0,47.63,-2.67,1
Rôti de porc,"barquette,plastique",meats,c,4,3.0,1.0,22.0,3,0,49.08,-0.65,1
Mezcla de frutas del bosque congeladas &quot;Carrefour&quot;,"tarrina de plástico,soporte de cartón,ultracongelado",plant-based-foods-and-beverages,a,-9,0.1,7.5,1.4,0,0,47.63,-2.67,0
Alcaparras &quot;Carrefour&quot;,bote de vidrio,pickles,b,0,0.7,2.2,0.8,0,0,47.63,-2.67,0
Arachides Coques Grillées,"sachet,plastique",plant-based-foods-and-beverages,c,8,52.0,13.0,26.0,0,0,47.63,-2.67,0
Jus de clémentine,"verre,bouteille",fruit-juices,d,6,0.5,12.0,0.5,0,0,47.63,-2.67,0
Liégeois à la Crème fraîche Chocolat (x 12),"frais,pot,plastique,opercule,etui,carton",fresh-foods,c,6,5.5,18.3,3.0,4,0,49.27,-0.67,1
Cheesecake nature sur son biscuit croustillant,"carton,pots",sugary-snacks,e,19,18.9,37.1,7.2,2,0,44.92,-0.63,1
Cheesecake aux fruits rouges sur son biscuit croustillant,carton,sugary-snacks,d,14,15.8,32.4,5.1,5,0,44.92,-0.63,1
Bifidus saveur Vanille (4 Pots) ,"frais,pot,plastique,opercule",dairies,b,2,2.9,12.0,3.3,0,0,48.1,-0.8,0
Arroz cocido Basmati,"tarrina de plástico,caja de cartón,microondable",plant-based-foods-and-beverages,a,-1,1.0,29.0,4.0,1,0,48.47,-2.52,1
Frites Express,"surgelé,carton",frozen-foods,a,-3,9.0,31.0,2.9,0,0,47.63,-2.67,0
Jambon cuit supérieur découenné dégraissé,"sachet,plastique,sous atmosphère protectrice",fresh-foods,d,12,6.6,0.7,19.0,2,0,47.63,-2.67,1
Blanc de dinde doré au four,"sachet,plastique",meats,c,3,1.4,0.8,21.0,3,0,47.63,-2.67,1
Pomme biscuit,"pack,carton,pot,plastique",plant-based-foods-and-beverages,a,-4,1.1,15.0,0.8,3,0,44.77,4.92,1
Chocolat noir Fleur de sel,"carton,aluminium",sugary-snacks,e,20,40.0,39.0,7.6,2,0,48.77,-0.73,1
Mirabelle,"bocal,verre,couvercle,métal",aliments-d-origine-vegetale,d,11,0.0,59.0,0.0,0,0,44.93,1.87,0
Ananas,"bocal,verre,couvercle,métal",plant-based-foods-and-beverages,d,11,0.0,59.0,0.0,3,0,44.93,1.87,1
Gelée Fraise ,"bocal,verre,couvercle,métal",gelees-de-fraises,d,12,0.0,59.0,0.0,2,0,44.93,1.87,1
Confiture de fraises,"pot,verre",plant-based-foods-and-beverages,c,4,0.0,39.0,0.0,2,0,47.63,-2.67,1
Confiture d'abricots -30 % de sucres,"verre,pot",plant-based-foods-and-beverages,c,8,0.0,39.0,0.0,2,0,47.63,-2.67,1
Confiture de reines-claudes -30 % de sucres,"pot,verre,couvercle,métal",plant-based-foods-and-beverages,c,7,0.0,39.0,0.0,2,0,47.63,-2.67,1
Marmelade d'oranges,"bocal,verre",plant-based-foods-and-beverages,c,9,0.0,40.0,0.0,2,0,47.63,-2.67,1
Confiture Mûre,"bocal,verre,couvercle,métal",plant-based-foods-and-beverages,c,10,0.0,60.0,0.6,2,0,47.63,-2.67,1
Bouillon goût Boeuf,emballage carton contenant 15pièces de 10gr,groceries,e,20,9.1,25.0,9.6,2,1,47.63,-2.67,1
Salade de thon Américaine,conserve,meals,b,0,3.0,7.1,8.1,1,0,46.7,-1.94,1
Salade de thon Mexicaine,conserve,meals,a,-5,3.8,8.1,7.5,1,0,46.7,-1.94,1
Blanc de poulet braisé,"plastique,barquette,barquette",meats,c,4,1.2,0.5,21.0,4,0,47.63,-2.67,1
Salsifis,pot,salsifis,a,-1,0.0,4.7,1.3,2,0,47.63,-2.67,1
Légumes pour couscous,verre,plant-based-foods-and-beverages,a,-4,0.0,3.9,1.3,1,0,47.63,-2.67,1
Reveil vitaminé,"sachet,plastique",fruit-juices,c,3,0.0,11.0,0.6,1,0,47.63,-2.67,1
Flageolets verts extra fins,bocal verre,plant-based-foods-and-beverages,a,-3,0.6,11.5,4.8,1,0,47.63,-2.67,1
Pommes de terre à rissoler ou servir en salade,"bocal,verre",plant-based-foods-and-beverages,a,-5,0.0,12.0,1.3,1,0,47.63,-2.67,1
Raisins secs Sultanine,"plastique,sous-vide",plant-based-foods-and-beverages,c,3,0.9,75.0,2.5,0,0,43.47,5.25,0
Mix de raisins secs et de fruits secs,"plastique,sous-vide",plant-based-foods-and-beverages,a,-1,30.0,43.0,9.0,0,0,43.47,5.25,0
Cerneaux de noix BIO,"plastique,sachet",plant-based-foods-and-beverages,c,9,66.0,7.9,15.0,0,0,43.47,5.25,0
Pruneaux d'Agen ,"sachet,plastique",plant-based-foods-and-beverages,a,-1,0.0,54.0,1.8,0,0,44.85,0.48,0
Jus de pomme Bio Carrefour,"bouteille,plastique,frais",fruit-juices,c,4,0.1,10.5,0.2,0,0,47.87,2.12,0
Jus d'orange sans pulpe,"brique,carton",fruit-juices,d,7,0.0,9.1,0.5,0,0,47.63,-2.67,0
"Jus Orange, Clémentine, Raisin","brique,carton,bouchon,plastique,frais",fruit-juices,d,6,0.0,12.0,0.5,0,0,47.63,-2.67,0
Purée de tomates Fraîches Bio 700 g,"bouteille,verre,couvercle",groceries,a,-4,0.1,7.8,1.1,0,0,47.63,-2.67,0
Plateau nem 3 saveurs,"barquette,plastique",meals,c,9,7.9,22.0,6.5,0,0,46.95,-1.3,0
Carrefour Fibra Flakes,boîte,plant-based-foods-and-beverages,c,7,2.0,66.0,13.0,0,0,47.63,-2.67,0
Pavé au poivre,"frais,plastique",meats,e,24,29.0,1.0,25.0,4,0,49.08,6.07,1
"Poivrons, En lanières, Surgelés","surgelé,sachet plastique",plant-based-foods-and-beverages,a,-7,0.3,4.5,0.9,0,0,47.63,-2.67,0
"Salade prête à consommer, Mâche Roquette (4 portions)","frais,sachet plastique",plant-based-foods-and-beverages,a,-8,0.5,2.5,2.2,0,0,47.63,-2.67,0
Pain grillé au blé complet  bio,"carton,plastique",plant-based-foods-and-beverages,b,0,4.0,69.0,12.0,1,0,47.42,-0.52,1
Sucre spécial confiture et gelée,"sachet,papier",sweeteners,d,15,0.0,99.0,0.0,2,0,47.63,-2.67,1
Bacon oeuf tomates,"carton,plastique,sous atmosphère protectrice",sandwiches,b,0,14.0,25.1,8.9,11,0,48.57,-3.1,1
Wrap Poulet Crudités,"carton,film,plastique,frais,sachet",fresh-foods,a,-2,13.0,24.0,8.7,8,0,48.57,-3.1,1
Wrap Jambon Chèvre,"sachet,plastique",sandwiches,c,7,10.5,26.2,9.2,11,0,47.63,-2.67,1
